SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActivationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator,IcaoIdentifier,MinimumOperationalNetwork
11834.*A,AIRPORT,'IRK,4/22/21,ACE,NONE,MO,MISSOURI,ADAIR,MO,KIRKSVILLE,KIRKSVILLE RGNL,PU,PU,CITY OF KIRKSVILLE,"CITY HALL, 201 SOUTH FRANKLIN","KIRKSVILLE, MO 63501",    660-627-1225,GLENN BALLIEW,27161 DAVID HALL TRAIL,"KIRKSVILLE, MO 63501",    660-665-5020,40-05-36.5000N,144336.5000N,092-32-41.7000W,333161.7000W,E,966,S,03E,1990,,CHICAGO,6,SE,476,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,IRK,Y,5/1/41,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,6192019,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,18,3,1,3,0,0,0,2175,,4000,2090,2200,240,5/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KIRK,N
12138.*A,AIRPORT,'SGF,4/22/21,ACE,NONE,MO,MISSOURI,GREENE,MO,SPRINGFIELD,SPRINGFIELD-BRANSON NTL,PU,PU,CITY OF SPRINGFIELD,"2300 N AIRPORT BLVD, SUITE 100","SPRINGFIELD, MO 65802",    417-868-0500,"MR. BRIAN C WEILER, A.A.E.","2300 N AIRPORT BLVD, SUITE 100","SPRINGFIELD, MO 65802",    417-868-0500,37-14-44.4000N,134084.4000N,093-23-19.1000W,336199.1000W,E,1268,S,03E,2000,1000,KANSAS CITY,5,NW,2750,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,SGF,Y,,O,I B S 05/1973,NGY3,NO OBJECTION,N,Y,N,Y,F,F,1122021,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,91,11,27,2,,10,,6865,,15048,8839,13823,3217,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KSGF,Y
12074.*A,AIRPORT,'STJ,4/22/21,ACE,NONE,MO,MISSOURI,BUCHANAN,MO,ST JOSEPH,ROSECRANS MEML,PU,PU,CITY OF ST JOSEPH,11TH & FREDERICK,"ST JOSEPH, MO 64501",    816-271-4653,ABRAHAM J. FORNEY,100B NW ROSECRANS DR,"ST JOSEPH, MO 64503",    816-271-5374,39-46-19.0000N,143179.0000N,094-54-34.9400W,341674.9400W,E,826,S,04E,1995,,KANSAS CITY,3,NW,1707,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,COU,COLUMBIA,,1-800-WX-BRIEF,,,,STJ,Y,4/1/40,O,IV A U 09/1994,NGPY,NO OBJECTION,N,N,N,Y,S,F,4112019,,100LLA,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,Y,122.95,126.9,Y,CG,N,,39,3,4,3,0,10,0,0,,292,4678,6105,6816,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KSTJ,N
12082.5*A,AIRPORT,'SUS,4/22/21,ACE,NONE,MO,MISSOURI,ST LOUIS,MO,ST LOUIS,SPIRIT OF ST LOUIS,PU,PU,ST LOUIS COUNTY,18270 EDISON AVE NR 100,"CHESTERFIELD, MO 63005-3704",    636-532-2222,MR. JOHN D. BALES,"SPIRIT OF ST LOUIS AIRPORT, 18270 EDISON AVE, NR 100","CHESTERFIELD, MO 63005-3704",    636-532-2222,38-39-43.6000N,139183.6000N,090-39-07.4000W,326347.4000W,E,463,S,01W,2020,1273,ST LOUIS,17,W,1300,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,SUS,Y,9/1/64,O,IV A U 10/1991,NGY,NO OBJECTION,N,Y,N,Y,S,F,1222020,,100LLA,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,124.75,N,CG,N,,187,34,56,11,1,0,1,34,,11612,40979,50544,1500,12/31/19,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES,SURV",Y,KSUS,Y
12077.*A,AIRPORT,'STL,4/22/21,ACE,NONE,MO,MISSOURI,ST LOUIS,MO,ST LOUIS,ST LOUIS LAMBERT INTL,PU,PU,CITY OF ST LOUIS,1320 MARKET ST.,"ST LOUIS, MO 63103",    573-662-3201,MS. RHONDA HAMM-NIEBRUEGGE,BOX 10212,"ST LOUIS, MO 63145",    314-426-8000,38-44-55.3100N,139495.3100N,090-22-12.1040W,325332.1040W,E,618,S,01W,2020,,ST LOUIS,10,NW,2800,ZKC,ZCK,KANSAS CITY,ZKC,ZCK,KANSAS CITY,N,STL,SAINT LOUIS,,1-800-WX-BRIEF,,,,STL,Y,4/1/40,O,I D S 05/1973,NGPY3,NO OBJECTION,N,Y,N,Y,F,F,8152019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,0,0,20,,,2,,119361,,36405,250,5542,1910,6/30/20,NACO,00:00.0,NACO,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KSTL,N
51531.*A,AIRPORT,'GRO,4/22/21,AWP,HNL,MP,N MARIANA ISLANDS,NORTHERN MARIANA IS,MP,ROTA ISLAND,BENJAMIN TAISACAN MANGLONA INTL,PU,PU,COMMONWEALTH PORTS AUTH.,PO BOX 501055,"SAIPAN, MP 96950-1055",    670-237-3500,SHARLENE MANGLONA,PO BOX 561,"ROTA, MP 96951",    670-532-9497,14-10-27.6787N,051027.6787N,145-14-28.0511E,522868.0511E,E,607,S,02E,1985,,GNC 7,6,NE,800,ZUA,ZUA,GUAM,ZUA,ZUA,GUAM,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,6/1/64,O,I A S 08/1980,NGY,NOT ANALYZED,N,Y,N,Y,F,F,10112019,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,,,,,,,,0,,826,442,62,29,5/20/19,OWNER,00:00.0,OWNER,00:00.0,,,"AFRT,CHTR",Y-L,PGRO,N
51523.2*A,AIRPORT,'GSN,4/22/21,AWP,HNL,MP,N MARIANA ISLANDS,NORTHERN MARIANA IS,MP,SAIPAN ISLAND,FRANCISCO C ADA/SAIPAN INTL,PU,PU,COMMONWEALTH PORTS AUTH,PO BOX 501055,"SAIPAN, MP 96950-1055",  (670) 237-6500,CHRISTOPHER S. TENORIO,PO BOX 501055,"SAIPAN, MP 96950-1055",  (670) 483-2447,15-07-12.9180N,054432.9180N,145-43-47.9427E,524627.9427E,E,215,S,02E,1985,,GNC 7,4,SW,734,ZUA,ZUA,GUAM,ZUA,ZUA,GUAM,,HNL,HONOLULU,,1-800-WX-BRIEF,,,,GSN,Y,,O,I D S 01/1978,NGY,NO OBJECTION,Y,N,N,Y,F,F,5222019,,100  100LLA1+,NONE,NONE,NONE,NONE,SS-SR,SS-SR,Y,,,Y,CG,Y,,8,4,2,,,,,5277,,28187,1569,41859,377,10/25/18,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,CARGO,CHTR",Y-L,PGSN,N
51533.1*A,AIRPORT,'TNI,4/22/21,AWP,HNL,MP,N MARIANA ISLANDS,NORTHERN MARIANA IS,MP,TINIAN ISLAND,TINIAN INTL,PU,PU,COMMONWEALTH PORTS AUTHORITY,PO BOX 235,"TINIAN, MP 96952-1055",  (670) 237-6520,ANTONIO RAMON. BORJA,PO BOX 235,"TINIAN, MP 96952-1055",  (670) 433-9294,14-59-57.2300N,053997.2300N,145-37-09.6630E,524229.6630E,E,270,S,01E,2005,,GNC 7,1,N,1416,ZUA,ZUA,GUAM,ZUA,ZUA,GUAM,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,5/1/73,O,I A S 07/1989,NGY,NOT ANALYZED,,,N,Y,F,F,10232018,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,14,5,,,,,,0,,21610,2365,5154,78,10/30/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,,"CARGO,CHTR",Y,PGWT,N
11140.1*A,AIRPORT,'HSA,4/22/21,ASO,JAN,MS,MISSISSIPPI,HANCOCK,MS,BAY ST LOUIS,STENNIS INTL,PU,PU,HANCOCK CO PORT & HARBOR CMSN,14054 FRED & AL KEY RD,"KILN, MS 39556",    228-467-7070,CHANSE WATSON,14054 FRED & AL KEYS DR.,"KILN, MS 39556",    228-467-7070,30-22-04.1000N,109324.1000N,089-27-16.6000W,322036.6000W,E,23,S,02W,2020,,NEW ORLEANS,8,NW,591,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,HSA,Y,5/1/70,O,IV A U 12/1992,NGSY,NO OBJECTION,N,N,N,Y,F,F,2052019,,100LLA+,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,122.95,127.15,Y,CG,N,,29,8,1,1,0,0,0,1,,145,4785,6852,20422,5/31/20,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","INSTR,RNTL,SALES",Y-L,KHSA,N
11194.51*A,AIRPORT,'GTR,4/22/21,ASO,JAN,MS,MISSISSIPPI,LOWNDES,MS,COLUMBUS/W POINT/STARKVILLE,GOLDEN TRIANGLE RGNL,PU,PU,GOLDEN TRIANGLE REG AUTH,2080 AIRPORT ROAD,"COLUMBUS, MS 39701",    662-327-4422,MICHAEL P. HAINSEY,2080 AIRPORT ROAD,"COLUMBUS, MS 39701",    662-327-4422,33-26-53.8000N,120413.8000N,088-35-29.0000W,318929.0000W,E,264,S,02W,2015,,MEMPHIS,10,W,1000,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GTR,Y,8/1/71,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,12112019,,100LL115  A    A+,MINOR,MINOR,,,SEE RMK,SS-SR,Y,122.95,118.2,N,CG,N,,16,11,5,5,,,,96,,3067,7579,10070,33448,11/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",CARGO,Y-L,KGTR,N
11253.*A,AIRPORT,'GPT,4/22/21,ASO,JAN,MS,MISSISSIPPI,HARRISON,MS,GULFPORT,GULFPORT-BILOXI INTL,PU,PU,GULFPORT-BILOXI RGNL APT AUTH,14035-L AIRPORT RD,"GULFPORT, MS 39503",    228-863-5951,CLAY WILLIAMS,14035-L AIRPORT RD,"GULFPORT, MS 39503",    228-863-5951,30-24-26.1690N,109466.1690N,089-04-12.3450W,320652.3450W,E,28,S,02W,2020,800,NEW ORLEANS,3,NE,1400,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GPT,Y,,O,I B S 05/1973,NGPY3,NOT ANALYZED,N,Y,N,Y,F,F,2232021,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,123.7,Y,CG,N,,33,3,2,3,0,0,0,5786,,3508,5428,7462,25605,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KGPT,N
11255.1*A,AIRPORT,'PIB,4/22/21,ASO,JAN,MS,MISSISSIPPI,JONES,MS,HATTIESBURG-LAUREL,HATTIESBURG-LAUREL RGNL,PU,PU,REGIONAL AIRPORT AUTH,1002 TERMINAL DRIVE,"MOSELLE, MS 39459",    601-545-3111,THOMAS HEANUE,1002 TERMINAL DRIVE,"MOSELLE, MS 39459",    601-545-3111,31-28-01.7000N,113281.7000N,089-20-13.4000W,321613.4000W,E,297,S,01W,2010,,NEW ORLEANS,9,N,1170,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,PIB,Y,5/1/74,O,I A S 06/1974,NGY,NO OBJECTION,N,N,N,Y,F,F,3112020,,100  A,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,28,7,4,0,0,,0,1460,,0,20500,17000,300,12/4/19,NGS,00:00.0,,,,"HGR,TIE","INSTR,RNTL",Y-L,KPIB,N
11280.*A,AIRPORT,'JAN,4/22/21,ASO,JAN,MS,MISSISSIPPI,RANKIN,MS,JACKSON,JACKSON-MEDGAR WILEY EVERS INTL,PU,PU,CITY OF JACKSON,P.O. BOX 98109,"JACKSON, MS 39298-8109",    601-939-5631,AUSTIN JENKINS,"100 INTERNATIONAL DRIVE, SUITE 300","JACKSON, MS 39208-8109",    601-939-5631,32-18-40.2000N,116320.2000N,090-04-33.2000W,324273.2000W,E,346,S,01W,2020,,MEMPHIS,5,E,3381,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,JAN,Y,7/1/63,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,1082020,,100LLA    A+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,120.9,Y,CG,,,6,11,11,0,,9,,7512,,4987,1004,5934,21642,11/30/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AMB,AVNCS,CHTR",Y-L,KJAN,Y
11339.*A,AIRPORT,'MEI,4/22/21,ASO,JAN,MS,MISSISSIPPI,LAUDERDALE,MS,MERIDIAN,KEY FLD,PU,PU,MERIDIAN ARPT AUTH,2811A AIRPORT BLVD,"MERIDIAN, MS 39307",    601-482-0364,TOM WILLIAMS,2811A AIRPORT BLVD,"MERIDIAN, MS 39307",    601-482-0364,32-19-57.4000N,116397.4000N,088-45-06.7000W,319506.7000W,E,298,S,02W,2015,,MEMPHIS,3,SW,1000,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,MEI,Y,4/1/40,O,I A S 05/1973,NGPY3,NO OBJECTION,N,N,N,Y,F,F,3132020,,100  A    A++,MAJOR,MAJOR,,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,133.975,Y,CG,N,,46,5,5,1,1,18,,0,,3125,9068,12639,61763,1/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L,KMEI,N
11358.*A,AIRPORT,'HEZ,4/22/21,ASO,JAN,MS,MISSISSIPPI,ADAMS,MS,NATCHEZ,HARDY-ANDERS FLD NATCHEZ-ADAMS COUNTY,PU,PU,ADAMS COUNTY,BOX 1008,"NATCHEZ, MS 39121",    601-442-2431,RICHARD NELSON,434 AIRPORT RD,"NATCHEZ, MS 39120",    601-442-5171,31-36-49.1800N,113809.1800N,091-17-50.4080W,328670.4080W,E,272,S,00E,2015,,HOUSTON,6,NE,900,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,HEZ,Y,12/1/44,O,IV A U 06/1993,NGY3,NO OBJECTION,N,N,N,Y,S,F,8282019,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,14,0,1,1,0,0,0,,,641,6500,7200,540,8/28/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",INSTR,Y-L,KHEZ,N
11375.1*A,AIRPORT,'UOX,4/22/21,ASO,JAN,MS,MISSISSIPPI,LAFAYETTE,MS,OXFORD,UNIVERSITY-OXFORD,PU,PU,UNIVERSITY OF MISSISSIPPI,P.O. BOX 8750,"UNIVERSITY, MS 38677",    662-915-5435,MAC MCMANUS,"UNIVERSITY-OXFORD AIRPORT, 1 AIRPORT ROAD","OXFORD, MS 38655",    662-234-2036,34-23-03.6000N,123783.6000N,089-32-12.5000W,322332.5000W,E,452,S,01W,2015,800,MEMPHIS,2,NW,297,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,GWO,Y,5/1/57,O,IV A U 09/1984,NGY,NOT ANALYZED,N,N,N,Y,F,F,7092019,,100LLA    A+,MINOR,NONE,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,12,7,3,0,0,0,0,28,,5146,37241,16322,1516,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","INSTR,RNTL",Y-L,KUOX,N
11458.2*A,AIRPORT,'UTA,4/22/21,ASO,JAN,MS,MISSISSIPPI,TUNICA,MS,TUNICA,TUNICA MUNI,PU,PU,TUNICA COUNTY AIRPORT COMMISSION,PO BOX 158,"TUNICA, MS 38676",    662-357-7320,"ERIC KONUPKA, C.M.",PO BOX 158,"TUNICA, MS 38676",    662-357-7320,34-41-06.2000N,124866.2000N,090-20-52.0000W,325252.0000W,E,194,S,00E,2005,,MEMPHIS,1,E,863,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,UTA,Y,11/1/81,O,I A S 08/2005,NGY,CONDITIONAL,,,,,S,F,7112019,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,N,123,123,Y,CG,N,,16,5,2,0,0,0,0,326,,240,5942,4620,106,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE",AGRI,Y-L,KUTA,Y
11462.*A,AIRPORT,'TUP,4/22/21,ASO,JAN,MS,MISSISSIPPI,LEE,MS,TUPELO,TUPELO RGNL,PU,PU,TUPELO AIRPORT AUTHORITY,"2704 W. JACKSON,","TUPELO, MS 38801",    662-823-2375,CLIFF NASH,2704 W. JACKSON STREET,"TUPELO, MS 38801",    662-841-6570,34-16-08.4000N,123368.4000N,088-46-11.6000W,319571.6000W,E,346,S,02W,2015,,MEMPHIS,3,W,1061,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,GWO,GREENWOOD,,1-800-WX-BRIEF,,,,TUP,Y,4/1/40,O,I A S 05/1973,NGY,NOT ANALYZED,N,N,N,Y,F,F,12132019,,100LLA    A+   A1+,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,,118.775,Y,CG,N,,30,8,4,2,0,13,1,39,,4780,16238,17872,16694,11/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"BUOY,HGR,TIE","AGRI,INSTR,RNTL",Y-L,KTUP,N
12265.*A,AIRPORT,'BIL,4/22/21,ANM,HLN,MT,MONTANA,YELLOWSTONE,MT,BILLINGS,BILLINGS LOGAN INTL,PU,PU,CITY OF BILLINGS,CITY HALL,"BILLINGS, MT 59101",    406-657-8495,"KEVIN PLOEHN, DIRECTOR","1901 TERMINAL CIRCLE DR., ROOM 216","BILLINGS, MT 59105",  (406) 657-8484,45-48-28.2569N,164908.2569N,108-32-36.7568W,390756.7568W,E,3662,S,10E,2020,,BILLINGS,2,NW,2300,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,BIL,Y,4/1/40,O,I C S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,5172019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,,Y,CG,N,,95,55,15,5,,,,11682,,26314,22963,25946,967,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KBIL,N
12278.*A,AIRPORT,'BZN,4/22/21,ANM,HLN,MT,MONTANA,GALLATIN,MT,BOZEMAN,BOZEMAN YELLOWSTONE INTL,PU,PU,GALLATIN AIRPORT AUTHORITY,850 GALLATIN FIELD SUITE 6,"BELGRADE, MT 59714",    406-388-6632,BRIAN SPRENGER,"850 GALLATIN FIELD RD, SUITE #6","BELGRADE, MT 59714",    406-388-6632,45-46-38.0488N,164798.0488N,111-09-00.9370W,400140.9370W,E,4473,S,13E,2010,829,GREAT FALLS,7,NW,2481,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,BZN,Y,7/1/42,O,I C S 05/1973,NGY3,NO OBJECTION,Y,N,N,Y,F,F,5172019,,100  100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.2,N,CG,Y,,245,27,43,20,9,,0,13408,,10238,32563,33855,444,1/1/19,FAA-EST,00:00.0,NACO,00:00.0,,"HGR,TIE","AFRT,AGRI,CHTR,GLD,INSTR,PAJA,RNTL,SALES,SURV,TOW",Y-L,KBZN,Y
12286.*A,AIRPORT,'BTM,4/22/21,ANM,HLN,MT,MONTANA,SILVER BOW,MT,BUTTE,BERT MOONEY,PU,PU,"BERT MOONEY, ARPT AUTH",101 AIRPORT ROAD,"BUTTE, MT 59701",    406-494-3771,PAM CHAMBERLIN,101 AIRPORT RD,"BUTTE, MT 59701",    406-494-3771,45-57-17.3000N,165437.3000N,112-29-50.9000W,404990.9000W,E,5550,S,12E,2020,,GREAT FALLS,3,SE,890,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,BTM,Y,4/1/40,O,I A S 05/1973,NGY3,NO OBJECTION,N,Y,N,Y,F,F,5152019,,100  100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,123,123,Y,CG,Y,,24,9,,3,,,,821,,1920,13340,7300,625,1/1/17,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L,KBTM,N
12381.*A,AIRPORT,'GTF,4/22/21,ANM,HLN,MT,MONTANA,CASCADE,MT,GREAT FALLS,GREAT FALLS INTL,PU,PU,GREAT FALLS INTL ARPT AUTH,2800 TERMINAL DR,"GREAT FALLS, MT 59404-5599",    406-727-3404,JOHN FAULKNER,2800 TERMINAL DRIVE,"GREAT FALLS, MT 59404-5599",    406-727-3404,47-28-56.2774N,170936.2774N,111-22-13.0059W,400933.0059W,E,3680,S,13E,2020,,GREAT FALLS,3,SW,2113,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,GTF,Y,4/1/40,O,I B S 05/1973,NGPY3,NO OBJECTION,Y,Y,N,Y,F,F,4252019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,,Y,CG,N,,58,10,3,5,,8,,3944,,11229,5982,7832,5612,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y,KGTF,N
12402.*A,AIRPORT,'HLN,4/22/21,ANM,HLN,MT,MONTANA,LEWIS AND CLARK,MT,HELENA,HELENA RGNL,PU,PU,HELENA REG ARPT AUTH,2850 MERCER LOOP,"HELENA, MT 59602",    406-442-2821,JEFF WADEKAMPER,2850 MERCER LOOP,"HELENA, MT 59602",    406-442-2821,46-36-24.2000N,167784.2000N,111-58-59.8000W,403139.8000W,E,3877,S,16E,1990,,GREAT FALLS,2,NE,1224,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,HLN,Y,4/1/40,O,I B S 05/1973,NGY3,NO OBJECTION,N,Y,N,Y,F,F,4222019,2092015,100  100LL80   A,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,Y,,157,27,6,22,,23,2,3421,,4728,22483,15410,5306,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AGRI,AMB,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KHLN,Y
